"","id","imdbId","movieId","tmdbId","original_title","title","popularity","release_date","revenue","runtime","budget","vote_average","vote_count","original_language"
"1653",10130,"0095243",4508,10130,"Gorillas in the Mist","Gorillas in the Mist",11.978983,1988-09-23,NA,129,2.2e+07,6.7,136,"en"
"1654",2617,"0095253",4509,2617,"The Great Outdoors","The Great Outdoors",11.666172,1988-06-17,43455230,91,2.4e+07,6.4,155,"en"
"1655",12144,"0095489",4519,12144,"The Land Before Time","The Land Before Time",13.631352,1988-11-18,84460846,69,12300000,7,660,"en"
"1656",12120,"0095687",4526,12120,"My Stepmother is an Alien","My Stepmother is an Alien",6.493525,1988-12-09,13854000,108,2e+07,5.3,132,"en"
"1657",9604,"0095963",4531,9604,"Red Heat","Red Heat",14.25013,1988-06-17,34994648,104,2.9e+07,5.8,360,"en"
"1658",10925,"0089907",4533,10925,"The Return of the Living Dead","The Return of the Living Dead",6.258984,1985-05-15,14237000,91,4e+06,7.3,270,"en"
"1659",11503,"0096071",4541,11503,"The Serpent and the Rainbow","The Serpent and the Rainbow",7.791952,1988-02-05,19595031,98,7e+06,6.2,120,"en"
"1660",11966,"0096101",4544,11966,"Short Circuit 2","Short Circuit 2",7.34677,1988-07-06,21630088,110,NA,5.5,168,"en"
"1661",2605,"0091949",4545,2605,"Short Circuit","Short Circuit",12.171218,1986-05-09,40697761,98,NA,6.4,535,"en"
"1662",8740,"0096163",4546,8740,"Spoorloos","The Vanishing",11.096035,1988-10-27,NA,107,NA,7.4,124,"nl"
"1663",41428,"0096251",4552,41428,"鉄男","Tetsuo: The Iron Man",5.456818,1989-07-01,NA,67,NA,6.7,110,"ja"
"1664",8337,"0096256",4553,8337,"They Live","They Live",11.292364,1988-11-23,13008928,94,4e+06,7.1,562,"en"
"1665",9493,"0096320",4558,9493,"Twins","Twins",5.952494,1988-12-09,216614388,107,1.5e+07,5.7,566,"en"
"1666",11352,"0096794",4564,11352,"Always","Always",5.443097,1989-12-22,74134790,122,3.1e+07,6,136,"en"
"1667",1648,"0096928",4571,1648,"Bill & Ted's Excellent Adventure","Bill & Ted's Excellent Adventure",15.109261,1989-02-17,40485039,90,1e+07,6.7,464,"en"
"1668",4105,"0096933",4572,4105,"Black Rain","Black Rain",6.973408,1989-09-22,45892212,125,3e+07,6.2,250,"en"
"1669",10142,"0097027",4577,10142,"Casualties of War","Casualties of War",7.435688,1989-08-18,18671317,113,22500000,6.8,203,"en"
"1670",10134,"0097138",4580,10134,"Cyborg","Cyborg",8.473602,1989-04-07,10166459,86,5e+05,4.9,154,"en"
"1671",2210,"0097257",4587,2210,"Earth Girls Are Easy","Earth Girls Are Easy",11.509677,1988-09-08,3916303,100,1e+07,5.5,110,"en"
"1672",10345,"0097637",4613,10345,"K-9","K-9",5.772293,1989-04-28,78247647,101,1.7e+07,5.5,209,"en"
"1673",10222,"0097659",4614,10222,"Kickboxer","Kickboxer",6.939994,1989-04-20,14697005,97,1500000,6.3,257,"en"
"1674",14372,"0097737",4618,14372,"Leviathan","Leviathan",10.653446,1989-03-17,15704614,98,2.5e+07,6,125,"en"
"1675",9972,"0097770",4620,9972,"Lock Up","Lock Up",4.701379,1989-08-04,22099847,115,2.4e+07,6.2,208,"en"
"1676",9494,"0097778",4621,9494,"Look Who's Talking","Look Who's Talking",5.795045,1989-10-12,2.96e+08,93,7500000,5.8,546,"en"
"1677",9942,"0097815",4623,9942,"Major League","Major League",5.304376,1989-02-16,49797148,107,1.1e+07,6.7,222,"en"
"1678",8867,"0098141",4636,8867,"The Punisher","The Punisher",12.597613,1989-10-05,NA,89,9e+06,5.5,109,"en"
"1679",331,"0163025",4638,331,"Jurassic Park III","Jurassic Park III",0.648867,2001-07-18,368780809,92,9.3e+07,5.7,2109,"en"
"1680",11467,"0265029",4639,11467,"America's Sweethearts","America's Sweethearts",6.468538,2001-07-17,NA,102,NA,5.5,260,"en"
"1681",327,"0222851",4640,327,"Brother","Brother",8.134524,2000-09-09,15250000,114,1.2e+07,6.8,107,"ja"
"1682",1548,"0162346",4641,1548,"Ghost World","Ghost World",5.460971,2001-07-20,NA,111,7e+06,7.1,433,"en"
"1683",869,"0133152",4643,869,"Planet of the Apes","Planet of the Apes",17.319836,2001-07-25,362211740,119,1e+08,5.6,1270,"en"
"1684",2171,"0243655",4649,2171,"Wet Hot American Summer","Wet Hot American Summer",6.386082,2001-07-27,295206,97,5e+06,6.4,271,"en"
"1685",10135,"0098206",4654,10135,"Road House","Road House",2.943427,1989-05-19,30050028,114,1.5e+07,6.3,259,"en"
"1686",12150,"0098273",4661,12150,"Sea of Love","Sea of Love",9.801967,1989-09-15,110879513,113,1.9e+07,6.7,144,"en"
"1687",11185,"0098282",4662,11185,"See No Evil, Hear No Evil","See No Evil, Hear No Evil",17.367336,1989-05-12,46908987,103,1.8e+07,6.4,220,"en"
"1688",9618,"0098439",4673,9618,"Tango & Cash","Tango & Cash",7.507261,1989-12-22,63408614,104,5.5e+07,6.1,468,"en"
"1689",6951,"0098536",4677,6951,"Turner & Hooch","Turner & Hooch",12.372038,1989-07-28,71079915,100,NA,5.9,335,"en"
"1690",2616,"0098554",4679,2616,"Uncle Buck","Uncle Buck",8.13754,1989-08-16,79258538,100,1.5e+07,6.6,338,"en"
"1691",249,"0098621",4681,249,"The War of the Roses","The War of the Roses",5.963782,1989-12-08,NA,116,NA,6.7,288,"en"
"1692",2057,"0218922",4699,2057,"Original Sin","Original Sin",9.970359,2001-08-03,35402320,118,4.2e+07,5.8,200,"en"
"1693",9880,"0247638",4700,9880,"The Princess Diaries","The Princess Diaries",7.387171,2001-08-03,165335153,115,3.7e+07,6.5,1063,"en"
"1694",5175,"0266915",4701,5175,"Rush Hour 2","Rush Hour 2",8.345985,2001-08-03,347325802,90,9e+07,6.4,1078,"en"
"1695",11542,"0080360",4713,11542,"Altered States","Altered States",10.603299,1980-12-25,19853892,102,1.5e+07,6.7,169,"en"
"1696",2770,"0252866",4718,2770,"American Pie 2","American Pie 2",10.25103,2001-08-10,287553595,108,3e+07,6,1375,"en"
"1697",12610,"0181739",4719,12610,"Osmosis Jones","Osmosis Jones",6.405831,2001-08-07,13596911,95,7.5e+07,6,237,"en"
"1698",1933,"0230600",4720,1933,"The Others","The Others",11.046007,2001-08-02,NA,101,NA,7.4,1708,"en"
"1699",10972,"0261983",4725,10972,"Session 9","Session 9",14.242234,2001-08-10,373967,100,1500000,6.2,255,"en"
"1700",1722,"0238112",4727,1722,"Captain Corelli's Mandolin","Captain Corelli's Mandolin",9.243715,2001-08-17,62112895,131,5.7e+07,5.6,146,"en"
"1701",9896,"0250687",4728,9896,"Rat Race","Rat Race",12.330275,2001-07-30,85498534,112,4.8e+07,6,531,"en"
"1702",9683,"0258470",4732,9683,"Bubble Boy","Bubble Boy",10.295438,2001-08-24,NA,84,NA,5.1,165,"en"
"1703",2779,"0256524",4733,2779,"The Curse of the Jade Scorpion","The Curse of the Jade Scorpion",5.739829,2001-08-05,NA,103,NA,6.5,167,"en"
"1704",2294,"0261392",4734,2294,"Jay and Silent Bob Strike Back","Jay and Silent Bob Strike Back",11.619446,2001-08-22,33788161,104,2.2e+07,6.4,491,"en"
"1705",10016,"0228333",4735,10016,"Ghosts of Mars","Ghosts of Mars",7.058599,2001-08-24,14010832,98,2.8e+07,4.8,299,"en"
"1706",8922,"0263488",4744,8922,"Jeepers Creepers","Jeepers Creepers",10.414363,2001-07-01,59217789,90,1e+07,6.1,731,"en"
"1707",16314,"0103596",4748,16314,"3 Ninjas","3 Ninjas",11.035859,1992-08-07,NA,84,NA,5.5,102,"en"
"1708",16307,"0070917",4754,16307,"The Wicker Man","The Wicker Man",7.206941,1973-12-01,NA,99,NA,7.1,313,"en"
"1709",12508,"0202470",4757,12508,"Rock Star","Rock Star",10.076223,2001-09-04,16991902,105,5.7e+07,6,194,"en"
"1710",2176,"0221218",4770,2176,"The Glass House","The Glass House",6.418936,2001-09-14,23619609,106,3e+07,5.4,203,"en"
"1711",20857,"0180734",4771,20857,"Hardball","Hardball",7.674549,2001-09-14,40222729,106,3.2e+07,6.3,126,"en"
"1712",2034,"0139654",4776,2034,"Training Day","Training Day",13.664622,2001-10-05,104876233,122,4.5e+07,7.3,1665,"en"
"1713",27327,"0071994",4789,27327,"Phantom of the Paradise","Phantom of the Paradise",6.469438,1974-10-31,NA,92,NA,7.5,101,"en"
"1714",11576,"0057193",4799,11576,"It's a Mad, Mad, Mad, Mad World","It's a Mad, Mad, Mad, Mad World",13.266545,1963-11-07,6e+07,163,9400000,7,142,"en"
"1715",15393,"0067588",4803,15393,"Play Misty for Me","Play Misty for Me",5.820841,1971-11-03,10600000,102,725000,6.5,102,"en"
"1716",1644,"0108473",4808,1644,"The Vanishing","The Vanishing",7.492302,1993-02-05,NA,109,NA,5.9,134,"en"
"1717",12103,"0260866",4814,12103,"Don't Say a Word","Don't Say a Word",6.824871,2001-09-28,100020092,113,5e+07,6,223,"en"
"1718",11313,"0252501",4815,11313,"Hearts in Atlantis","Hearts in Atlantis",6.425321,2001-09-07,24185781,101,3.1e+07,6.5,132,"en"
"1719",9398,"0196229",4816,9398,"Zoolander","Zoolander",10.40782,2001-09-28,60780981,89,2.8e+07,6.1,1363,"en"
"1720",10866,"0206314",4821,10866,"Joy Ride","Joy Ride",10.337689,2001-10-05,36642838,97,2.3e+07,6.3,328,"en"
"1721",9778,"0240890",4823,9778,"Serendipity","Serendipity",5.715737,2001-10-05,77516304,90,2.8e+07,6.6,529,"en"
"1722",166,"0082100",4828,166,"La Boum","The Party",12.105748,1980-01-01,NA,110,NA,6.4,225,"fr"
"1723",13550,"0080516",4833,13550,"The Changeling","The Changeling",5.821597,1980-03-27,1.2e+07,107,NA,7,144,"en"
"1724",3172,"0219965",4844,3172,"Bandits","Bandits",13.136791,2001-10-12,67631903,123,7.5e+07,6.2,307,"en"
"1725",1018,"0166924",4848,1018,"Mulholland Drive","Mulholland Drive",18.184056,2001-05-16,20117339,147,1.5e+07,7.7,1517,"en"
"1726",984,"0066999",4855,984,"Dirty Harry","Dirty Harry",10.255315,1971-12-21,35976000,102,4e+06,7.4,630,"en"
"1727",14811,"0067093",4857,14811,"Fiddler on the Roof","Fiddler on the Roof",9.227244,1971-11-03,83304330,181,9e+06,7.4,136,"en"
"1728",768,"0120681",4865,768,"From Hell","From Hell",7.79014,2001-10-19,74558115,122,3.5e+07,6.6,758,"en"
"1729",2100,"0272020",4866,2100,"The Last Castle","The Last Castle",9.807552,2001-10-19,27642707,131,7.2e+07,7,290,"en"
"1730",11091,"0200027",4867,11091,"Riding in Cars with Boys","Riding in Cars with Boys",4.556123,2001-10-19,35743308,132,4.8e+07,6.5,108,"en"
"1731",9081,"0243017",4873,9081,"Waking Life","Waking Life",12.051214,2001-01-23,3176880,99,NA,7.6,250,"en"
"1732",167,"0272152",4874,167,"K-PAX","K-PAX",12.400152,2001-10-22,50315140,120,4.8e+07,7.1,710,"en"
"1733",9378,"0245674",4876,9378,"Thir13en Ghosts","Thir13en Ghosts",8.819223,2001-10-26,NA,91,NA,5.4,447,"en"
"1734",141,"0246578",4878,141,"Donnie Darko","Donnie Darko",18.303148,2001-01-18,1270522,113,6e+06,7.7,3574,"en"
"1735",11457,"0264796",4880,11457,"Life as a House","Life as a House",4.145598,2001-10-25,NA,125,1.8e+07,7.2,122,"en"
"1736",10778,"0243133",4881,10778,"The Man Who Wasn't There","The Man Who Wasn't There",7.204951,2001-05-13,NA,116,NA,7.4,366,"en"
"1737",11456,"0249478",4885,11456,"Domestic Disturbance","Domestic Disturbance",6.353996,2001-10-30,54249294,89,7.5e+07,5.4,115,"en"
"1738",585,"0198781",4886,585,"Monsters, Inc.","Monsters, Inc.",26.419962,2001-11-01,562816256,92,1.15e+08,7.5,6150,"en"
"1739",10796,"0267804",4887,10796,"The One","The One",9.769047,2001-11-02,72700000,87,4.9e+07,5.7,445,"en"
"1740",11088,"0252503",4889,11088,"Heist","Heist",5.741817,2001-11-09,NA,107,3.5e+07,6.3,138,"en"
"1741",9889,"0256380",4890,9889,"Shallow Hal","Shallow Hal",12.520688,2001-11-01,141069860,114,4e+07,5.7,764,"en"
"1742",671,"0241527",4896,671,"Harry Potter and the Philosopher's Stone","Harry Potter and the Philosopher's Stone",38.187238,2001-11-16,976475550,152,1.25e+08,7.5,7188,"en"
"1743",11469,"0265087",4899,11469,"Black Knight","Black Knight",9.37044,2001-11-21,NA,95,NA,5.1,291,"en"
"1744",1535,"0266987",4901,1535,"Spy Game","Spy Game",18.186839,2001-11-18,143049560,126,9.2e+07,6.8,592,"en"
"1745",1433,"0256009",4902,1433,"El espinazo del diablo","The Devil's Backbone",11.111299,2001-04-20,6459020,106,4500000,7.2,277,"es"
"1746",269,"0053472",4914,269,"À bout de souffle","Breathless",8.200586,1960-03-16,NA,90,NA,7.7,322,"fr"
"1747",11033,"0080661",4932,11033,"Dressed to Kill","Dressed to Kill",9.3806,1980-06-25,31899000,105,6500000,6.8,159,"en"
"1748",8738,"0080736",4939,8738,"The Final Countdown","The Final Countdown",11.319726,1980-01-31,16647800,103,NA,6.1,120,"en"
"1749",3604,"0080745",4941,3604,"Flash Gordon","Flash Gordon",6.346979,1980-09-01,27107960,111,3.5e+07,6.1,237,"en"
"1750",10649,"0074483",4945,10649,"The Enforcer","The Enforcer",7.550133,1976-12-20,46236000,96,9e+06,6.7,232,"en"
"1751",17689,"0076070",4947,17689,"The Gauntlet","The Gauntlet",6.389326,1977-12-21,26414658,109,5500000,6.6,121,"en"
"1752",10847,"0100054",4951,10847,"Lord of the Flies","Lord of the Flies",13.889303,1990-03-16,NA,90,NA,6.5,143,"en"
"1753",10650,"0086383",4957,10650,"Sudden Impact","Sudden Impact",9.737907,1983-12-07,67642693,117,2.2e+07,6.5,210,"en"
"1754",8007,"0159273",4958,8007,"Behind Enemy Lines","Behind Enemy Lines",11.185625,2001-11-17,91753202,106,4e+07,6,464,"en"
"1755",161,"0240772",4963,161,"Ocean's Eleven","Ocean's Eleven",12.114932,2001-12-07,450717150,116,8.5e+07,7.2,3857,"en"
"1756",8342,"0283509",4967,8342,"No Man's Land","No Man's Land",5.0511,2001-09-08,NA,98,1012153,7.4,104,"bs"
"1757",194,"0211915",4973,194,"Le fabuleux destin d'Amélie Poulain","Amélie",12.879381,2001-04-25,173921954,122,1e+07,7.8,3403,"fr"
"1758",11397,"0277371",4974,11397,"Not Another Teen Movie","Not Another Teen Movie",9.101896,2001-12-07,66468332,89,1.6e+07,5.5,444,"en"
"1759",1903,"0259711",4975,1903,"Vanilla Sky","Vanilla Sky",10.071057,2001-12-10,203388341,136,6.8e+07,6.5,1100,"en"
"1760",9428,"0265666",4979,9428,"The Royal Tenenbaums","The Royal Tenenbaums",9.707542,2001-10-05,71441250,110,2.1e+07,7.4,1317,"en"
"1761",1649,"0101452",4980,1649,"Bill & Ted's Bogus Journey","Bill & Ted's Bogus Journey",7.256293,1991-07-19,NA,98,NA,5.9,311,"en"
"1762",8386,"0278488",4989,8386,"How High","How High",6.796277,2001-12-21,31155435,93,1.2e+07,6.4,230,"en"
"1763",12589,"0268397",4990,12589,"Jimmy Neutron: Boy Genius","Jimmy Neutron: Boy Genius",7.308162,2001-12-21,80936232,83,2.5e+07,5.6,235,"en"
"1764",11232,"0035423",4992,11232,"Kate & Leopold","Kate & Leopold",7.196356,2001-12-25,NA,118,NA,6,430,"en"
"1765",120,"0120737",4993,120,"The Lord of the Rings: The Fellowship of the Ring","The Lord of the Rings: The Fellowship of the Ring",32.070725,2001-12-18,871368364,178,9.3e+07,8,8892,"en"
"1766",11086,"0268995",4994,11086,"The Majestic","The Majestic",8.063684,2001-12-21,37317558,152,7.2e+07,6.6,193,"en"
"1767",453,"0268978",4995,453,"A Beautiful Mind","A Beautiful Mind",11.93646,2001-12-11,313542341,135,6e+07,7.7,3087,"en"
"1768",10794,"0063415",5004,10794,"The Party","The Party",5.354787,1968-04-04,NA,99,1500000,7.3,160,"en"
"1769",37257,"0051201",5008,37257,"Witness for the Prosecution","Witness for the Prosecution",9.730217,1957-12-17,9e+06,116,3e+06,8.1,278,"en"
"1770",8489,"0248667",5009,8489,"Ali","Ali",9.303104,2001-12-11,87713825,157,1.07e+08,6.7,457,"en"
"1771",855,"0265086",5010,855,"Black Hawk Down","Black Hawk Down",10.064446,2001-12-28,172989651,144,9.2e+07,7.2,1832,"en"
"1772",5279,"0280707",5013,5279,"Gosford Park","Gosford Park",14.101101,2001-11-07,87754044,137,19800000,6.8,256,"en"
"1773",10950,"0277027",5014,10950,"I Am Sam","I Am Sam",12.935016,2001-12-28,92542418,132,2.2e+07,7.2,542,"en"
"1774",1365,"0285742",5015,1365,"Monster's Ball","Monster's Ball",6.341187,2001-11-11,44909486,111,4e+06,6.6,254,"en"
"1775",6440,"0120824",5016,6440,"The Shipping News","The Shipping News",8.191094,2001-12-18,NA,111,NA,6.4,112,"en"
"1776",14580,"0045555",5017,14580,"The Big Heat","The Big Heat",8.48839,1953-10-14,NA,89,NA,7.9,111,"en"
"1777",6037,"0074937",5021,6037,"Murder by Death","Murder by Death",5.570606,1976-06-23,NA,94,NA,7.4,187,"en"
"1778",11857,"0273923",5025,11857,"Orange County","Orange County",4.582365,2002-01-10,NA,82,NA,6,134,"en"
"1779",6312,"0237534",5026,6312,"Le Pacte des loups","Brotherhood of the Wolf",11.564252,2001-01-31,70752904,137,2.9e+07,6.6,404,"fr"
"1780",11595,"0099044",5027,11595,"Another 48 Hrs.","Another 48 Hrs.",6.938921,1990-06-08,153518974,95,3.8e+07,5.8,205,"en"
"1781",9610,"0087078",5040,9610,"Conan the Destroyer","Conan the Destroyer",10.151366,1984-06-29,1e+08,103,1.8e+07,5.8,391,"en"
"1782",4965,"0160399",5046,4965,"Impostor","Impostor",8.209652,2001-12-03,NA,102,4e+07,6.1,136,"en"
"1783",11891,"0240468",5047,11891,"Kung Pow: Enter the Fist","Kung Pow: Enter the Fist",5.305679,2002-01-25,NA,81,NA,6,161,"en"
"1784",11888,"0281373",5048,11888,"Snow Dogs","Snow Dogs",13.470227,2002-01-18,NA,99,3.3e+07,5.3,190,"en"
"1785",150,"0083511",5049,150,"48 Hrs.","48 Hrs.",15.297121,1982-12-07,78868508,96,1.2e+07,6.5,364,"en"
"1786",10423,"0106770",5055,10423,"Dragon: The Bruce Lee Story","Dragon: The Bruce Lee Story",5.079464,1993-05-07,63513743,120,1.4e+07,6.8,156,"en"
"1787",651,"0066026",5060,651,"M*A*S*H","M*A*S*H",7.701349,1970-01-24,81600000,116,3500000,6.9,238,"en"
"1788",11362,"0245844",5064,11362,"The Count of Monte Cristo","The Count of Monte Cristo",10.765924,2002-01-23,75395048,131,3.5e+07,7.3,463,"en"
"1789",2637,"0265349",5065,2637,"The Mothman Prophecies","The Mothman Prophecies",8.50563,2002-01-25,55157539,119,3.2e+07,6.1,307,"en"
"1790",10229,"0281358",5066,10229,"A Walk to Remember","A Walk to Remember",8.054499,2002-01-25,41227069,101,1.1e+07,7.5,1057,"en"
"1791",2084,"0188453",5081,2084,"Birthday Girl","Birthday Girl",6.271279,2001-09-06,NA,93,1.3e+07,6.1,104,"en"
"1792",11870,"0265298",5092,11870,"Big Fat Liar","Big Fat Liar",4.643981,2002-02-08,52970014,88,1.5e+07,5.6,202,"en"
"1793",9884,"0233469",5093,9884,"Collateral Damage","Collateral Damage",10.175503,2002-02-06,78382433,108,8.5e+07,5.5,431,"en"
"1794",11535,"0246894",5094,11535,"Rollerball","Rollerball",9.347077,2002-02-08,NA,98,NA,3.4,106,"en"
"1795",11212,"0109190",5096,11212,"Baby's Day Out","Baby's Day Out",12.508518,1994-07-01,16671505,99,5e+07,5.8,281,"en"
"1796",11528,"0108037",5103,11528,"The Sandlot","The Sandlot",10.392243,1993-04-07,32416586,101,NA,7.1,272,"en"
"1797",931,"0069995",5105,931,"Don't Look Now","Don't Look Now",5.966221,1973-12-03,NA,110,1500000,7.1,197,"en"
"1798",17130,"0275022",5106,17130,"Crossroads","Crossroads",6.631356,2002-02-15,61141030,93,1.2e+07,4.7,161,"en"
"1799",10592,"0251114",5107,10592,"Hart's War","Hart's War",14.116474,2002-02-15,32287044,125,7e+07,5.9,246,"en"
"1800",8470,"0251160",5108,8470,"John Q","John Q",8.867562,2002-02-15,102244770,116,3.6e+07,7,604,"en"
"1801",16690,"0280030",5109,16690,"Return to Never Land","Return to Never Land",8.759774,2002-02-14,109862682,72,2e+07,6.1,304,"en"
"1802",39939,"0247745",5110,39939,"Super Troopers","Super Troopers",7.351028,2001-01-18,18492362,100,3e+06,6.6,367,"en"
"1803",9272,"0107034",5111,9272,"The Good Son","The Good Son",7.873794,1993-09-24,44456478,87,1.7e+07,6.2,202,"en"
"1804",993,"0069281",5120,993,"Sleuth","Sleuth",10.387423,1972-12-10,NA,138,NA,7.5,152,"en"
"1805",10052,"0259288",5127,10052,"Dragonfly","Dragonfly",4.924078,2002-02-22,52322400,104,6e+07,6.2,209,"en"
"1806",11979,"0238546",5128,11979,"Queen of the Damned","Queen of the Damned",8.436243,2002-02-10,45479110,101,3.5e+07,5.5,247,"en"
"1807",9991,"0291341",5134,9991,"Mean Machine","Mean Machine",6.00447,2001-12-26,NA,99,NA,6.1,158,"en"
"1808",614,"0050986",5147,614,"Smultronstället","Wild Strawberries",6.89416,1957-12-26,NA,91,NA,7.9,306,"sv"
"1809",2752,"0243736",5151,2752,"40 Days and 40 Nights","40 Days and 40 Nights",8.628928,2002-03-01,NA,94,1.7e+07,5.2,306,"en"
"1810",10590,"0277434",5152,10590,"We Were Soldiers","We Were Soldiers",11.34706,2002-03-01,114660784,138,7.5e+07,6.7,531,"en"
"1811",13225,"0104254",5159,13225,"FernGully: The Last Rainforest","FernGully: The Last Rainforest",7.477944,1992-04-10,32710894,76,NA,6.1,155,"en"
"1812",7219,"0080057",5165,7219,"Zombi 2","Zombie Flesh Eaters",6.798595,1979-08-25,NA,91,NA,6.4,130,"it"
"1813",2135,"0268695",5171,2135,"The Time Machine","The Time Machine",8.918134,2002-03-04,123729176,96,8e+07,5.8,644,"en"
"1814",425,"0268380",5218,425,"Ice Age","Ice Age",17.328902,2002-03-10,383257136,81,5.9e+07,7.1,3954,"en"
"1815",1576,"0120804",5219,1576,"Resident Evil","Resident Evil",7.781293,2002-03-15,102984862,100,3.3e+07,6.4,2100,"en"
"1816",5851,"0284490",5220,5851,"Showtime","Showtime",4.917863,2002-03-14,77741732,95,8.5e+07,5.3,286,"en"
"1817",1391,"0245574",5225,1391,"Y tu mamá también","Y Tu Mamá También",13.962548,2001-06-08,33616692,106,5e+06,7.3,321,"es"
"1818",11006,"0076729",5247,11006,"Smokey and the Bandit","Smokey and the Bandit",7.68372,1977-05-26,126737428,96,NA,6.8,197,"en"
"1819",21629,"0081562",5250,21629,"Stir Crazy","Stir Crazy",6.481464,1980-12-12,101300000,111,NA,6.7,130,"en"
"1820",36586,"0187738",5254,36586,"Blade II","Blade II",17.05064,2002-03-22,155010032,117,5.4e+07,6.3,1556,"en"
"1821",9275,"0266452",5265,9275,"Death to Smoochy","Death to Smoochy",8.127591,2002-03-28,NA,109,5.5e+07,5.9,133,"en"
"1822",4547,"0258000",5266,4547,"Panic Room","Panic Room",14.969502,2002-03-29,196397415,111,4.8e+07,6.6,1303,"en"
"1823",14635,"0265662",5267,14635,"The Rookie","The Rookie",10.991137,2002-03-25,75597042,127,2e+07,6.5,112,"en"
"1824",1791,"0254686",5269,1791,"La Pianiste","The Piano Teacher",6.363081,2001-05-14,9801375,131,3e+06,7.2,197,"fr"
"1825",11560,"0257756",5282,11560,"High Crimes","High Crimes",8.371005,2002-04-03,63781810,115,4.2e+07,6.1,187,"en"
"1826",11452,"0283111",5283,11452,"National Lampoon’s Van Wilder","National Lampoon’s Van Wilder",7.668576,2002-03-29,38275483,92,5e+06,5.9,867,"en"
"1827",548,"0042876",5291,548,"羅生門","Rashomon",9.887355,1950-12-26,96568,88,250000,8,471,"ja"
"1828",11590,"0076723",5292,11590,"Slap Shot","Slap Shot",9.282077,1977-02-25,2.8e+07,123,NA,7.1,102,"en"
"1829",1537,"0264472",5293,1537,"Changing Lanes","Changing Lanes",7.81862,2002-04-07,94935764,89,4.5e+07,5.9,306,"en"
"1830",12149,"0264616",5294,12149,"Frailty","Frailty",7.397953,2001-11-17,13110448,100,1.1e+07,7,338,"en"
"1831",11812,"0253867",5296,11812,"The Sweetest Thing","The Sweetest Thing",8.889064,2002-04-12,68696770,84,4.3e+07,5.3,286,"en"
"1832",8346,"0259446",5299,8346,"My Big Fat Greek Wedding","My Big Fat Greek Wedding",6.719949,2002-02-22,368744044,95,5e+06,6.2,686,"en"
"1833",2565,"0099892",5303,2565,"Joe Versus the Volcano","Joe Versus the Volcano",9.019396,1990-03-09,39404261,102,NA,5.5,150,"en"
"1834",307,"0038890",5304,307,"Roma città aperta","Rome, Open City",6.130177,1945-09-27,NA,100,NA,7.9,123,"it"
"1835",12154,"0094137",5308,12154,"Three Men and a Baby","Three Men and a Baby",5.667344,1987-11-27,NA,102,NA,5.8,255,"en"
"1836",11630,"0098966",5309,11630,"Three Men and a Little Lady","Three Men and a Little Lady",5.062112,1990-11-21,NA,104,NA,5.2,122,"en"
"1837",11892,"0264935",5312,11892,"Murder by Numbers","Murder by Numbers",9.645801,2002-04-19,56714147,120,5e+07,6,275,"en"
"1838",9334,"0277296",5313,9334,"The Scorpion King","The Scorpion King",9.488117,2002-04-16,165333180,92,6e+07,5.3,802,"en"
"1839",18079,"0247586",5319,18079,"Nueve Reinas","Nine Queens",5.324962,2000-08-31,NA,114,1500000,7.4,156,"es"
"1840",11470,"0211443",5323,11470,"Jason X","Jason X",7.793873,2001-07-24,16951798,91,1.1e+07,4.5,298,"en"
"1841",16643,"0282687",5324,16643,"Life or Something Like It","Life or Something Like It",6.332398,2002-04-26,16872671,103,4e+07,5.7,126,"en"
"1842",11468,"0235737",5329,11468,"Salton Sea","Salton Sea",12.106615,2002-01-01,676698,103,1.8e+07,7,109,"en"
"1843",9689,"0278823",5348,9689,"Hollywood Ending","Hollywood Ending",9.987317,2002-05-03,NA,112,1.6e+07,6.4,114,"en"
"1844",557,"0145487",5349,557,"Spider-Man","Spider-Man",29.413341,2002-05-01,821708551,121,1.39e+08,6.8,5398,"en"
"1845",12227,"0103247",5361,12227,"White Fang","White Fang",12.318052,1991-01-18,34793160,107,1.4e+07,6.5,139,"en"
"1846",10985,"0241760",5363,10985,"The New Guy","The New Guy",9.255418,2002-05-10,NA,88,1.3e+07,5.7,155,"en"
"1847",2251,"0250797",5364,2251,"Unfaithful","Unfaithful",8.96839,2002-05-10,119137784,124,5e+07,6.3,282,"en"
"1848",245,"0276751",5377,245,"About a Boy","About a Boy",10.956665,2002-04-26,1.29e+08,101,2.7e+07,6.6,627,"en"
"1849",1894,"0121765",5378,1894,"Star Wars: Episode II - Attack of the Clones","Star Wars: Episode II - Attack of the Clones",14.072511,2002-05-15,649398328,142,1.2e+08,6.4,4074,"en"
"1850",4012,"0247199",5379,4012,"The Believer","The Believer",8.128106,2001-01-19,416925,98,1500000,6.8,152,"en"
"1851",9026,"0278500",5380,9026,"The Importance of Being Earnest","The Importance of Being Earnest",8.287054,2002-05-17,NA,97,NA,6.8,129,"en"
"1852",15417,"0077523",5382,15417,"Every Which Way But Loose","Every Which Way But Loose",6.759519,1978-12-19,85,110,5,6.2,126,"en"
"1853",1957,"0278435",5387,1957,"Enough","Enough",6.681287,2002-05-24,51801187,114,3.8e+07,6.2,268,"en"
"1854",320,"0278504",5388,320,"Insomnia","Insomnia",11.424974,2002-05-24,113714830,118,4.6e+07,6.8,1181,"en"
